texinfo 7.0.3-1
thefuck 3.32-5
thin-provisioning-tools 1.0.4-1
threadweaver 5.107.0-1
thunar 4.18.6-1
ticktick 1.0.70-1
tinycompress 1.2.8-2
tk 8.6.13-1
tmux 3.3_a-7
tpm2-tss 4.0.1-1
traceroute 2.1.2-1
tracker3 3.5.3-2
tree 2.1.1-1
tree-sitter 0.20.8-3
tslib 1.22-1
ttf-carlito 20230509-1
ttf-dejavu 2.37+18+g9b5d1b2f-4
ttf-fantasque-nerd 3.0.2-1
ttf-fantasque-sans-mono 1.8.0-2
ttf-fira-sans 1:4.301-2
ttf-firacode-nerd 3.0.2-1
ttf-font-awesome 6.4.0-1
ttf-hack 3.003-6
ttf-iosevka-nerd 3.0.2-1
ttf-jetbrains-mono 2.304-1
ttf-jetbrains-mono-nerd 3.0.2-1
ttf-liberation 2.1.5-1
ttf-opensans 1.101-2
ttf-roboto 2.138-4
tty-clock 2.3-2
twolame 0.4.0-3
tzdata 2023c-2
uchardet 0.0.8-1
udisks2 2.9.4-4
ufw 0.36.2-2
unace 2.5-11
unarchiver 1.10.7-9
unarj 2.65-1
unibilium 2.1.1-1
unimatrix-git r71.65793c2-1
unixodbc 2.3.11-1
unrar 1:6.2.8-1
unzip 6.0-19
update-grub 0.0.1-8
upower 1.90.0-4
usb_modeswitch 2.6.1-3
usbmuxd 1.1.1-3
usbredir 0.13.0-1
usbutils 015-3
util-linux 2.39.1-1
util-linux-libs 2.39.1-1
v4l-utils 1.24.1-2
v4l2loopback-dkms 0.12.7-2
vde2 2.3.3-3
vdpauinfo 1.5-1
vi 1:070224-6
vid.stab 1.1.1-1
viewnior 1.8-5
vifm 0.13-1
virglrenderer 0.10.4-1
virt-install 4.1.0-2
virt-manager 4.1.0-2
virt-manager-meta 5-4.2
virt-viewer 11.0-2
virtiofsd 1.6.1-1
virtualbox 7.0.8-2
virtualbox-host-dkms 7.0.8-2
visual-studio-code-bin 1.79.2-1
vlc 3.0.18-12
vmaf 2.3.1-1
volume_key 0.3.12-8
vpnc 1:0.5.3.r526.r213-1
vte-common 0.72.2-2
vte3 0.72.2-2
vulkan-headers 1:1.3.256-1
vulkan-icd-loader 1.3.255-1
vulkan-tools 1.3.255-1
vulkan-validation-layers 1.3.250.0-2
vvave 3.0.0-1
w3m 0.5.3.git20230121_1-1
wavpack 5.6.0-1
waybar 0.9.18-2
waydroid 1.4.1-1
wayland 1.22.0-1
wayland-protocols 1.31-1
wayland-utils 1.2.0-1
webkit2gtk 2.40.3-1
webkit2gtk-4.1 2.40.3-1
webrtc-audio-processing 0.3.1-3
wezterm 20230408.112425.69ae8472-2
wezterm-shell-integration 20230408.112425.69ae8472-2
wezterm-terminfo 20230408.112425.69ae8472-2
wget 1.21.4-1
which 2.21-6
whois 5.5.17-1
wildmidi 0.4.5-2
wine 8.11-1
winetricks 20220411-1
wireguard-tools 1.0.20210914-1
wireless-regdb 2023.05.03-1
wireless_tools 30.pre9-3
wireplumber 0.4.14-1
wl-clipboard 1:2.1.0-3
wlogout 1.1.1-3.3
wlroots 0.16.2-1
woff2 1.0.2-4
wofi 1.3-2
wolfssl 5.6.3-1
wpa_supplicant 2:2.10-8
wpaperd 0.3.0-1
wpebackend-fdo 1.14.2-1
wqy-zenhei 0.9.45-9
x264 3:0.164.r3095.baee400-4
x265 3.5-3
xbitmaps 1.1.3-1
xcb-proto 1.15.2-3
xcb-util 0.4.1-1
xcb-util-cursor 0.1.4-1
xcb-util-errors 1.0.1-1
xcb-util-image 0.4.1-2
xcb-util-keysyms 0.4.1-4
xcb-util-renderutil 0.3.10-1
xcb-util-wm 0.4.2-1
xcb-util-xrm 1.3-2
xcur2png 0.7.1-7
xdg-dbus-proxy 0.1.4-1
xdg-desktop-portal 1.16.0-3
xdg-desktop-portal-wlr 0.7.0-1
xdg-user-dirs 0.18-1
xdg-utils 1.1.3+25+g8ae0263-1
xdotool 3.20211022.1-1
xf86-input-elographics 1.4.3-1
xf86-input-evdev 2.10.6-3
xf86-input-libinput 1.3.0-1
xf86-input-void 1.4.2-1
xf86-input-wacom 1.2.0-1
xfconf 4.18.1-1
xfsprogs 6.3.0-2
xkeyboard-config 2.39-1
xl2tpd 1.3.18-1
xmlsec 1.2.37-1
xorg-fonts-encodings 1.0.7-1
xorg-server 21.1.8-1
xorg-server-common 21.1.8-1
xorg-server-xvfb 21.1.8-1
xorg-setxkbmap 1.3.4-1
xorg-xauth 1.1.2-1
xorg-xdpyinfo 1.3.4-1
xorg-xhost 1.0.9-1
xorg-xinit 1.4.2-1
xorg-xinput 1.6.4-1
xorg-xkbcomp 1.4.6-1
xorg-xmessage 1.0.6-1
xorg-xmodmap 1.0.11-1
xorg-xprop 1.2.6-1
xorg-xrandr 1.5.2-1
xorg-xrdb 1.2.2-1
xorg-xset 1.2.5-1
xorg-xsetroot 1.1.3-1
xorg-xwayland 23.1.2-1
xorgproto 2023.2-1
xsel 1.2.1-1
xterm 383-1
xvidcore 1.3.7-2
xxhash 0.8.1-4
xz 5.4.3-1
yad 13.0-1
yajl 2.1.0-5
yarn 1.22.19-1
yay 12.1.0-1
youtube-music-bin 1.20.0-5
yuzu-mainline-git r23744.080ff0560-1
zathura 0.5.2-2
zathura-pdf-mupdf 0.4.0-3
zbar 0.23.90-3
zellij 0.37.2-1
zenity 3.44.1-1
zeromq 4.3.4-4
zimg 3.0.4-1
zip 3.0-10
zlib 1:1.2.13-3
zram-generator 1.1.2-1
zsh 5.9-4
zstd 1.5.5-1
zvbi 0.2.41-1
zxing-cpp 2.0.0-2
zziplib 0.13.72-2
